,Position,Fa13.BD.MLB.SN.MAG4-A,Fa13.BD.MLB.SN.MAG4-C,Fa13.BD.MLB.SN.MAG4-G,Fa13.BD.MLB.SN.MAG4-T,Su13.BD.MLB.DD.MAG4-A,Su13.BD.MLB.DD.MAG4-C,Su13.BD.MLB.DD.MAG4-G,Su13.BD.MLB.DD.MAG4-T,Su13.BD.MM15.SN.C.MAG4-A,Su13.BD.MM15.SN.C.MAG4-C,Su13.BD.MM15.SN.C.MAG4-G,Su13.BD.MM15.SN.C.MAG4-T,Sp13.BD.MM110.DD.MAG4-A,Sp13.BD.MM110.DD.MAG4-C,Sp13.BD.MM110.DD.MAG4-G,Sp13.BD.MM110.DD.MAG4-T,Fa13.BD.MM15.SD.MAG4-A,Fa13.BD.MM15.SD.MAG4-C,Fa13.BD.MM15.SD.MAG4-G,Fa13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.DN.MAG4-A,Su13.BD.MM110.DN.MAG4-C,Su13.BD.MM110.DN.MAG4-G,Su13.BD.MM110.DN.MAG4-T,Fa13.BD.MM15.SN.MAG4-A,Fa13.BD.MM15.SN.MAG4-C,Fa13.BD.MM15.SN.MAG4-G,Fa13.BD.MM15.SN.MAG4-T,Su13.BD.MLB.SD.C.MAG4-A,Su13.BD.MLB.SD.C.MAG4-C,Su13.BD.MLB.SD.C.MAG4-G,Su13.BD.MLB.SD.C.MAG4-T,Fa13.BD.MM110.SD.MAG4-A,Fa13.BD.MM110.SD.MAG4-C,Fa13.BD.MM110.SD.MAG4-G,Fa13.BD.MM110.SD.MAG4-T,Sp13.BD.MM110.SN.MAG4-A,Sp13.BD.MM110.SN.MAG4-C,Sp13.BD.MM110.SN.MAG4-G,Sp13.BD.MM110.SN.MAG4-T,Su13.BD.MM110.DCMD.MAG4-A,Su13.BD.MM110.DCMD.MAG4-C,Su13.BD.MM110.DCMD.MAG4-G,Su13.BD.MM110.DCMD.MAG4-T,Su13.BD.MM15.DN.MAG4-A,Su13.BD.MM15.DN.MAG4-C,Su13.BD.MM15.DN.MAG4-G,Su13.BD.MM15.DN.MAG4-T,Fa13.BD.MM110.SN.MAG4-A,Fa13.BD.MM110.SN.MAG4-C,Fa13.BD.MM110.SN.MAG4-G,Fa13.BD.MM110.SN.MAG4-T,Sp13.BD.MM15.SN.MAG4-A,Sp13.BD.MM15.SN.MAG4-C,Sp13.BD.MM15.SN.MAG4-G,Sp13.BD.MM15.SN.MAG4-T,Fa13.BD.MM15.DN.MAG4-A,Fa13.BD.MM15.DN.MAG4-C,Fa13.BD.MM15.DN.MAG4-G,Fa13.BD.MM15.DN.MAG4-T,Sp13.BD.MM15.DD.A.MAG4-A,Sp13.BD.MM15.DD.A.MAG4-C,Sp13.BD.MM15.DD.A.MAG4-G,Sp13.BD.MM15.DD.A.MAG4-T,Sp13.BD.MM15.SD.MAG4-A,Sp13.BD.MM15.SD.MAG4-C,Sp13.BD.MM15.SD.MAG4-G,Sp13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SD.MAG4-A,Su13.BD.MM110.SD.MAG4-C,Su13.BD.MM110.SD.MAG4-G,Su13.BD.MM110.SD.MAG4-T,Fa13.BD.MM110.DN.MAG4-A,Fa13.BD.MM110.DN.MAG4-C,Fa13.BD.MM110.DN.MAG4-G,Fa13.BD.MM110.DN.MAG4-T,Sp13.BD.MLB.SN.MAG4-A,Sp13.BD.MLB.SN.MAG4-C,Sp13.BD.MLB.SN.MAG4-G,Sp13.BD.MLB.SN.MAG4-T,Su13.BD.MM15.SD.MAG4-A,Su13.BD.MM15.SD.MAG4-C,Su13.BD.MM15.SD.MAG4-G,Su13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SN.C.MAG4-A,Su13.BD.MM110.SN.C.MAG4-C,Su13.BD.MM110.SN.C.MAG4-G,Su13.BD.MM110.SN.C.MAG4-T,Sp13.BD.MM110.SD.MAG4-A,Sp13.BD.MM110.SD.MAG4-C,Sp13.BD.MM110.SD.MAG4-G,Sp13.BD.MM110.SD.MAG4-T,Fa13.BD.MLB.DN.MAG4-A,Fa13.BD.MLB.DN.MAG4-C,Fa13.BD.MLB.DN.MAG4-G,Fa13.BD.MLB.DN.MAG4-T
contig_18613_12,240,0,1,0,10,0,0,0,1,0,1,0,1,0,2,0,28,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,1,0,4,0,45,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,9,0,2,0,12,0,1,0,3,0,1,0,6,0,0,0,2,0,0,0,25,0,2,0,0,0,0,0,1,0,1,0,6,0,6,0,54,0,1,0,3
contig_18613_12,243,0,0,1,11,0,0,1,0,0,0,2,1,2,0,5,24,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,1,2,0,9,39,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,9,1,0,5,9,0,0,2,2,0,0,1,6,0,0,2,0,0,0,2,24,0,0,2,0,0,0,1,0,0,0,4,3,5,0,10,50,0,0,1,3
contig_18613_12,261,0,1,0,9,0,0,0,0,0,1,0,2,0,3,0,24,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,1,0,7,0,34,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,8,0,1,0,10,0,1,0,2,0,1,0,7,0,1,0,0,0,0,0,27,0,3,0,2,0,0,0,0,0,6,0,0,0,9,0,49,0,1,0,4
contig_18613_12,265,10,0,0,0,0,0,0,0,3,1,0,0,27,2,0,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,37,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,3,0,0,0,8,0,0,0,1,0,0,0,23,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,54,1,0,0,5,0,0,0
contig_18613_12,288,1,0,0,8,0,0,0,0,1,0,0,3,4,0,0,36,0,0,0,2,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0,4,5,0,0,34,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,6,3,0,0,10,1,0,0,3,2,0,0,9,1,0,0,0,0,0,0,32,3,0,0,6,1,0,0,0,6,0,0,0,6,0,0,53,2,0,0,5
contig_18613_12,297,0,8,0,0,0,0,0,0,0,3,0,1,0,34,0,4,0,1,0,0,0,1,0,0,0,2,0,3,0,1,0,0,0,4,0,0,0,32,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,7,0,0,0,11,0,2,0,3,0,1,0,11,0,1,0,0,0,1,0,28,1,0,0,6,0,3,0,0,0,1,0,0,0,6,0,51,0,4,0,10,0,0
contig_18613_12,298,0,0,8,0,0,0,0,0,0,0,4,0,2,0,36,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,37,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,8,0,0,0,13,0,0,0,4,0,0,0,11,0,0,0,1,0,0,0,29,0,0,0,7,0,0,0,1,0,0,0,6,0,3,0,54,0,0,0,10,0
contig_18613_12,303,0,0,0,6,0,0,0,0,0,1,0,5,0,4,0,42,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,2,0,0,0,2,0,4,0,32,0,0,0,0,0,1,0,6,0,0,0,2,0,0,1,10,0,2,0,12,0,0,0,5,0,0,0,12,0,1,0,0,0,0,0,29,0,3,0,4,0,1,0,0,0,4,0,0,0,2,0,57,0,1,0,7
contig_18613_12,306,0,6,0,0,0,0,0,0,0,5,0,1,0,43,0,4,0,1,0,0,0,1,0,0,0,2,0,3,0,2,0,0,0,2,0,0,0,32,0,4,0,0,0,0,0,6,0,1,0,2,0,0,0,9,1,0,0,13,0,2,0,5,0,0,0,13,0,0,0,0,0,1,0,29,0,0,0,2,0,3,0,0,0,1,0,0,0,4,0,59,0,2,0,9,0,1
contig_18613_12,309,0,0,5,0,0,0,0,0,0,1,5,0,0,4,44,0,0,0,1,0,0,0,1,0,0,3,2,0,0,0,2,0,0,0,1,0,0,3,31,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,9,0,0,2,13,0,0,0,5,0,0,0,12,0,0,1,0,0,0,0,29,0,0,3,0,0,0,1,0,0,0,4,0,0,0,2,62,0,0,1,5,2
contig_18613_12,310,5,0,0,0,0,0,0,0,5,0,1,0,45,0,4,0,1,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,1,0,0,0,30,0,3,0,0,0,0,0,5,0,1,0,2,0,0,0,8,0,1,0,13,0,2,0,5,0,0,0,12,0,0,0,0,0,1,0,29,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,63,0,2,0,5,0,3,0
contig_18613_12,311,0,5,0,0,0,0,0,0,4,2,0,0,17,32,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,1,0,0,6,27,0,0,0,0,0,0,3,3,0,0,0,2,0,0,2,7,0,0,4,11,0,0,0,5,0,0,3,8,0,1,1,0,0,0,5,24,0,0,3,0,0,0,1,0,0,0,4,0,0,0,19,46,0,0,3,5,0,0
contig_18613_12,314,0,0,0,6,0,0,0,0,0,0,0,6,0,0,1,49,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,9,0,0,0,15,0,0,0,5,0,0,0,12,0,0,0,1,0,0,0,27,0,0,0,3,0,0,0,1,0,0,0,4,0,0,2,62,0,0,0,8
contig_18613_12,316,6,0,0,0,0,0,0,0,5,0,0,1,46,0,0,4,1,0,0,0,1,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,31,0,0,3,0,0,0,0,6,0,0,1,2,0,0,0,8,0,0,0,13,0,0,2,5,0,0,0,12,0,0,0,0,0,0,1,27,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,65,0,0,2,7,0,0,1
contig_18613_12,318,0,0,3,3,0,0,0,0,0,0,5,1,0,1,45,4,0,0,1,0,0,0,1,0,0,0,1,3,0,0,1,2,0,0,1,0,0,0,32,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,8,0,0,0,13,2,0,0,5,0,0,0,11,0,0,0,0,1,0,0,28,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,64,2,0,0,6,3
contig_18613_12,320,0,6,0,0,0,0,0,0,0,3,0,1,0,47,0,4,0,2,0,0,0,1,0,0,0,1,0,3,0,3,0,0,0,1,0,0,0,31,0,3,0,0,0,0,0,4,0,1,0,0,0,0,0,8,0,0,0,10,0,2,0,7,0,0,0,10,0,0,0,0,0,1,0,27,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,63,0,2,0,9,0,0
contig_18613_12,321,0,0,9,0,0,0,0,0,0,0,4,0,0,0,53,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,2,1,0,0,1,0,0,0,34,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,1,0,0,12,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,29,0,0,0,3,0,0,0,2,0,1,0,3,0,0,0,67,0,0,0,7,2
contig_18613_12,323,0,0,9,0,0,0,2,0,1,0,3,0,5,0,48,0,1,0,2,0,0,0,1,0,3,0,1,0,1,0,2,0,0,0,1,0,3,0,31,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,7,0,2,0,10,0,0,0,8,0,1,0,9,0,1,0,0,0,0,0,29,0,3,0,0,0,2,0,2,0,4,0,0,0,3,0,65,0,3,0,6,0
contig_18613_12,333,0,0,21,0,0,0,30,0,0,0,22,0,1,0,52,0,0,0,17,0,0,0,1,0,0,0,8,0,1,0,18,0,0,0,17,0,0,0,48,0,0,0,2,0,0,0,16,0,0,0,2,0,0,0,16,0,0,0,23,0,0,0,13,0,1,0,14,0,0,0,29,0,0,0,32,0,0,0,24,0,0,0,16,0,0,0,21,0,2,0,72,0,2,0,25,0
contig_18613_12,336,21,0,0,0,30,0,0,0,21,0,0,0,49,0,1,0,17,0,2,0,1,0,0,0,8,0,0,0,19,0,0,0,18,0,0,0,49,0,0,0,2,0,0,0,16,0,0,0,2,0,0,0,16,0,1,0,23,0,0,0,13,0,0,0,14,0,1,0,29,0,0,0,32,0,1,0,24,0,0,0,16,0,0,0,21,0,0,0,69,0,3,0,27,0,0,0
contig_18613_12,345,2,5,10,0,2,0,2,0,1,0,5,0,15,0,45,0,4,0,9,0,0,0,1,0,0,0,5,0,0,0,11,0,0,0,6,0,8,0,44,0,0,0,0,0,1,0,8,0,0,0,3,0,2,0,10,0,1,0,19,0,1,0,7,0,3,0,14,0,1,0,16,0,2,0,32,0,0,0,6,0,1,0,6,0,0,0,7,0,12,0,68,0,0,4,18,0
contig_18613_12,346,0,12,0,5,0,4,0,0,0,6,0,0,0,60,0,0,0,13,0,0,0,1,0,0,0,5,0,0,0,11,0,0,0,6,0,0,0,54,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,11,0,0,0,22,0,0,0,8,0,0,0,17,0,0,0,17,0,0,0,34,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,81,0,0,0,18,0,4
contig_18613_12,348,0,0,15,0,0,0,2,0,0,0,6,0,0,0,60,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,1,0,0,6,0,0,0,54,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,11,0,0,0,23,0,0,0,8,0,0,0,16,1,0,0,17,0,1,0,31,0,0,0,3,1,0,0,7,0,0,0,6,0,0,0,78,0,0,0,8,4
contig_18613_12,354,0,8,0,8,0,0,0,2,0,4,0,1,0,46,0,15,0,4,0,4,0,1,0,0,0,5,0,2,0,3,0,0,0,2,0,0,0,35,0,11,0,0,0,0,0,7,0,1,0,1,0,0,0,6,0,2,0,17,0,2,0,5,0,1,0,11,0,3,0,2,0,1,0,32,0,2,0,4,0,0,0,2,0,1,0,4,0,0,0,62,0,13,0,7,0,4
contig_18613_12,357,0,13,0,3,0,0,0,2,0,3,0,2,0,39,0,21,0,3,0,5,0,1,0,0,0,2,0,5,0,2,0,1,0,1,0,1,0,31,0,16,0,0,0,0,0,7,0,2,0,1,0,0,0,5,0,3,0,13,0,6,0,4,0,2,0,9,0,6,0,0,0,3,0,30,0,4,0,0,0,4,0,0,0,3,0,0,0,3,0,53,0,17,0,8,0,4
contig_18613_12,360,11,0,5,0,2,0,0,0,5,0,0,0,61,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,11,0,0,0,20,0,0,0,7,0,0,0,15,0,0,0,3,0,0,0,34,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,73,0,0,0,9,0,4,0
contig_18613_12,361,0,11,0,5,0,2,0,0,0,5,0,0,0,61,0,0,0,8,0,0,0,1,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,11,0,0,0,21,0,0,0,6,0,0,0,15,0,0,0,3,0,0,0,35,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,72,0,0,0,9,0,4
contig_18613_12,363,0,8,8,0,0,0,2,0,0,3,2,0,0,39,21,0,0,4,4,0,0,1,0,0,0,3,5,0,0,2,1,0,0,1,2,0,0,31,16,0,0,0,0,0,0,10,1,0,0,1,0,0,0,7,4,0,0,13,8,0,0,3,3,0,0,10,5,0,0,1,2,0,0,31,3,0,0,4,1,0,0,0,3,0,0,0,3,0,0,56,17,0,0,6,6,0
contig_18613_12,369,5,0,10,0,0,0,3,0,0,0,6,0,0,0,60,0,0,0,8,0,0,0,1,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,47,0,0,0,0,0,0,0,11,0,0,0,2,0,1,0,9,0,0,0,21,0,0,0,6,0,0,0,16,0,0,0,3,0,0,0,35,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,74,0,4,0,8,0
contig_18613_12,372,7,0,8,0,1,0,2,0,5,0,3,0,37,0,24,0,3,0,5,0,1,0,0,0,3,0,3,0,1,0,1,0,1,0,2,0,28,0,20,0,0,0,0,0,9,0,2,0,2,0,0,0,6,0,5,0,13,0,8,0,5,0,3,0,9,0,6,0,4,0,3,0,29,0,5,0,0,0,5,0,0,0,3,0,0,0,3,0,55,0,20,0,4,0,9,0
contig_18613_12,375,2,5,9,0,0,0,3,0,3,0,7,0,13,0,49,0,1,0,8,0,0,0,1,0,2,0,8,0,0,0,2,0,2,0,1,0,8,0,43,0,0,0,0,0,0,0,11,0,0,0,2,0,4,0,8,0,7,0,14,0,2,0,6,0,2,0,15,0,1,0,6,0,3,0,31,0,1,0,5,0,0,0,3,0,0,0,3,0,10,0,64,0,2,4,9,0
contig_18613_12,378,0,15,0,2,0,3,0,0,0,8,0,2,0,51,0,11,0,8,0,1,0,1,0,0,0,10,0,1,0,2,0,0,0,2,0,2,0,45,0,7,0,0,0,0,0,15,0,0,0,2,0,0,0,10,0,3,0,19,0,4,0,7,0,1,0,16,0,2,0,9,0,0,0,28,0,3,0,13,0,0,0,3,0,0,0,5,0,0,0,66,0,10,0,16,0,1
contig_18613_12,382,0,20,0,1,0,3,0,0,0,10,0,0,0,64,0,1,0,10,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,5,0,0,0,57,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,12,0,1,0,21,0,1,0,7,0,2,0,20,0,0,0,9,0,0,0,29,0,0,0,10,0,3,0,3,0,0,0,5,0,0,0,76,0,3,0,17,0,1
contig_18613_12,384,0,20,0,1,0,2,0,2,0,10,0,0,0,59,0,3,0,7,0,3,0,0,0,0,0,11,0,1,0,3,0,0,0,5,0,0,0,49,0,8,0,0,0,0,0,14,0,0,0,3,0,0,0,12,0,1,0,22,0,0,0,8,0,1,0,19,0,1,0,8,0,1,0,29,0,0,0,13,0,0,0,2,0,1,0,4,0,0,0,77,0,5,0,18,0,0
contig_18613_12,390,13,0,9,4,0,0,1,3,5,3,0,2,39,7,0,17,4,1,0,5,0,0,0,0,3,6,1,2,3,0,1,1,1,1,0,2,33,8,0,19,0,0,0,0,8,0,0,4,3,0,0,0,6,1,1,5,12,5,0,4,7,1,0,3,12,4,0,4,6,1,0,1,22,2,0,3,4,8,0,1,0,2,0,1,2,2,0,0,62,7,0,14,8,7,5,2
contig_18613_12,402,1,24,0,2,0,4,0,0,0,11,0,0,0,60,0,4,0,12,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,5,0,0,0,61,0,5,0,0,0,0,0,13,0,0,0,3,0,0,0,11,0,1,0,20,0,0,0,10,0,2,0,14,0,3,0,4,0,0,0,27,0,2,0,10,0,0,0,5,0,0,0,2,0,1,1,77,0,4,0,24,0,1
contig_18613_12,408,3,0,20,0,0,0,4,0,3,0,8,0,12,0,51,0,4,0,9,0,0,0,0,0,1,0,11,0,0,0,3,0,2,0,3,0,12,0,55,0,0,0,0,0,0,0,13,0,0,0,3,0,3,0,8,0,4,0,16,0,4,0,11,0,1,0,15,0,0,0,4,0,3,0,26,0,3,0,7,0,1,0,6,0,0,0,3,0,14,0,70,0,2,0,20,0
contig_18613_12,411,0,0,10,13,0,0,1,3,0,1,0,9,0,0,0,63,0,0,0,14,0,0,0,0,0,4,1,12,0,0,1,2,0,0,0,5,0,0,0,68,0,0,0,0,0,0,0,13,0,0,0,3,0,1,1,10,0,1,0,20,0,0,0,13,0,0,0,16,0,0,0,4,0,0,0,33,0,1,0,8,0,0,0,7,0,0,0,3,0,0,0,82,0,2,6,14
contig_18613_12,417,0,24,0,0,0,8,0,0,0,9,0,0,0,57,0,3,0,14,0,0,0,0,0,0,0,12,0,7,0,4,0,0,0,4,0,1,0,61,0,5,0,0,0,0,0,12,0,1,0,3,0,0,0,9,0,1,0,17,0,5,0,10,0,1,0,15,0,1,0,3,0,0,0,32,0,0,0,7,0,2,0,7,0,0,0,3,0,0,0,79,0,0,0,17,0,4
contig_18613_12,420,22,1,0,0,8,0,0,0,9,0,0,0,55,0,3,0,14,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,5,0,0,0,65,0,2,0,0,0,0,0,9,0,0,0,3,0,0,0,11,0,0,0,21,0,0,0,11,0,0,0,14,0,2,0,3,0,0,0,39,0,2,0,9,0,0,0,7,0,0,0,2,0,1,0,80,0,3,0,21,0,0,0
contig_18613_12,423,0,23,0,0,0,8,0,0,0,9,0,0,0,56,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,5,0,0,0,59,1,3,0,0,0,0,0,9,0,0,0,3,0,0,0,10,0,0,0,20,0,0,0,11,0,0,0,16,0,0,0,3,0,0,0,36,0,0,0,6,0,3,0,7,0,0,0,3,0,0,0,82,0,0,0,18,1,1
contig_18613_12,426,0,4,18,0,1,2,5,0,0,3,4,0,1,14,39,0,0,6,7,0,0,0,0,0,0,6,8,0,2,0,2,0,0,2,4,0,0,23,39,0,0,0,0,0,0,0,9,0,0,0,3,0,0,3,5,0,0,3,15,1,0,4,7,0,0,2,11,1,0,0,3,0,0,4,32,0,3,2,4,0,0,2,5,0,0,0,3,0,0,15,66,0,2,4,12,0
contig_18613_12,431,17,4,0,0,6,2,0,0,1,3,0,0,38,15,0,0,5,6,0,0,0,0,0,0,8,6,0,0,4,0,0,0,3,2,0,0,44,21,0,0,0,0,0,0,9,0,0,0,2,0,0,0,6,2,0,0,13,3,0,0,8,4,0,0,15,1,0,0,3,0,0,0,33,4,0,0,4,1,0,0,4,2,0,0,3,0,0,0,68,14,0,0,16,1,0,0
contig_18613_12,432,0,0,0,13,1,0,0,2,0,0,0,4,3,0,0,51,0,0,0,10,0,0,0,0,3,0,0,12,2,0,0,1,1,0,0,4,6,0,0,58,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0,7,0,1,0,16,1,0,0,11,2,0,0,14,1,0,0,2,0,0,0,37,2,0,0,3,1,0,0,5,0,0,0,2,3,0,0,79,5,0,0,8
contig_18613_12,435,0,4,0,9,0,3,0,0,0,3,0,1,0,16,7,32,0,6,0,6,0,0,0,0,0,8,3,4,0,2,0,1,0,2,1,2,0,20,5,40,0,0,0,0,0,0,1,7,0,0,0,2,0,3,0,4,1,3,0,13,0,4,1,7,0,1,3,12,0,0,1,2,0,6,0,33,1,1,0,3,0,2,1,3,0,0,0,2,0,14,8,59,1,2,1,8
contig_18613_12,441,0,12,0,0,0,3,0,0,0,5,0,0,0,58,0,0,0,13,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,5,0,0,0,63,0,0,0,0,0,0,0,10,0,0,0,2,0,0,1,7,0,0,1,18,0,0,0,13,0,0,1,16,0,0,0,3,0,0,0,29,0,0,2,3,0,0,0,8,0,0,0,2,0,0,0,79,0,0,2,11,1,0
contig_18613_12,447,0,0,12,0,0,0,3,0,1,0,4,0,7,0,50,0,0,0,13,0,0,0,1,0,3,0,12,0,0,0,2,0,1,0,4,0,2,0,65,0,0,0,0,0,1,0,7,0,0,0,2,0,0,0,10,0,2,0,17,0,1,0,10,0,4,0,12,0,1,0,2,0,0,0,27,0,1,0,2,0,2,0,8,0,0,0,2,0,6,0,70,0,1,0,13,0
contig_18613_12,456,12,0,0,0,4,0,1,0,5,0,0,0,58,0,1,0,12,0,0,0,1,0,0,0,15,0,0,0,0,0,2,0,5,0,0,0,68,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,9,0,1,0,16,0,1,0,13,0,0,0,14,0,0,0,2,0,0,0,27,0,0,0,2,0,1,0,9,0,0,0,2,0,0,0,72,0,0,0,13,0,0,0
contig_18613_12,459,0,0,12,0,0,1,4,0,0,0,5,0,0,2,56,0,0,0,12,0,0,0,1,0,0,0,15,0,0,2,1,0,0,0,5,0,0,0,70,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,10,0,1,0,16,0,0,0,12,0,0,0,15,0,0,0,2,0,0,0,27,0,0,1,2,0,0,0,9,0,0,0,2,0,0,0,73,0,0,0,13,0
contig_18613_12,462,0,12,0,0,0,5,0,0,1,4,0,0,6,48,1,0,0,12,0,0,1,0,0,0,3,12,0,0,0,3,0,0,1,3,0,0,0,70,0,0,0,0,0,0,1,8,0,0,0,2,0,0,0,8,0,0,1,16,0,0,1,10,0,0,0,15,0,0,1,1,0,0,0,27,0,0,0,3,0,0,2,7,0,0,0,2,0,0,1,71,0,0,1,12,0,0
contig_18613_12,465,0,10,0,1,0,2,1,2,0,4,0,1,0,48,0,4,0,10,0,2,0,1,0,0,0,11,0,4,0,1,1,0,0,4,0,0,0,62,0,8,0,0,0,0,0,9,0,0,0,2,0,0,0,6,0,1,0,16,1,0,0,10,0,1,0,14,0,0,0,2,0,0,0,23,0,2,0,2,1,0,0,7,0,2,0,2,0,0,0,69,0,3,0,11,0,0
contig_18613_12,468,0,9,0,2,0,3,0,2,0,2,0,3,0,38,0,13,0,7,0,4,0,1,0,0,0,7,0,8,0,2,0,0,0,3,0,1,0,49,0,21,0,0,0,0,0,12,0,1,0,2,0,0,0,5,0,2,0,9,0,5,0,8,0,3,0,13,0,1,0,2,0,0,0,20,0,5,0,2,0,1,0,6,0,3,0,2,0,0,0,59,0,13,0,8,0,2
contig_18613_12,469,9,0,2,0,4,0,2,0,2,0,3,0,39,0,12,0,7,0,4,0,1,0,0,0,7,0,8,0,2,0,0,0,3,0,1,0,49,0,21,0,0,0,0,0,12,0,1,0,2,0,0,0,5,0,2,0,10,0,4,0,8,0,3,0,13,0,1,0,2,0,0,0,20,0,5,0,3,0,0,0,6,0,3,0,2,0,0,0,59,0,13,0,8,0,2,0
contig_18613_12,483,0,0,8,0,2,0,2,0,1,0,4,0,6,0,43,0,0,0,10,0,1,0,0,0,3,0,13,0,2,0,0,0,1,0,3,0,6,0,61,0,0,0,0,0,3,0,9,0,0,0,0,0,1,0,6,0,2,0,12,0,0,0,9,0,1,0,10,0,1,0,0,0,0,0,25,0,1,0,1,0,0,0,6,0,0,0,2,0,3,0,62,0,0,0,10,0
contig_18613_12,486,5,0,2,0,0,0,4,0,1,0,4,0,31,0,18,0,6,0,4,0,1,0,1,0,5,0,11,0,0,0,2,0,2,0,1,0,43,0,24,0,0,0,0,0,8,0,4,0,0,0,0,0,5,0,2,0,9,0,6,0,6,0,3,0,11,0,2,0,0,0,1,0,20,0,4,0,0,0,2,0,5,0,1,0,2,0,0,0,48,0,15,0,8,0,2,0
contig_18613_12,493,0,5,0,0,0,2,0,0,0,1,0,1,1,30,0,13,0,6,0,2,0,1,0,1,0,4,0,7,0,1,0,1,0,2,0,0,0,41,0,12,0,0,0,0,0,8,0,4,0,0,0,0,0,6,0,2,0,12,0,3,0,6,0,1,0,10,0,2,0,0,0,1,0,19,0,2,0,0,0,2,0,5,0,1,0,2,0,0,0,50,0,8,0,8,0,1
contig_18613_12,495,0,0,5,0,1,0,0,0,1,0,1,0,12,0,31,0,2,0,6,0,1,0,1,0,7,0,4,0,2,0,0,0,0,0,2,0,11,0,41,0,0,0,1,0,2,0,10,0,0,0,0,0,1,0,7,0,3,0,12,0,1,0,6,0,2,0,9,0,1,0,0,0,2,0,19,0,0,0,2,0,1,0,5,0,0,0,2,0,8,0,52,0,1,0,8,0
contig_18613_12,498,0,5,0,0,0,0,0,1,0,2,0,0,6,37,0,0,2,6,0,0,0,2,0,0,4,7,0,0,0,1,0,1,0,2,0,0,5,46,0,0,0,1,0,0,1,10,0,0,0,0,0,0,1,7,0,0,2,13,0,0,1,6,0,0,1,10,0,0,0,1,0,0,2,19,0,0,0,2,0,0,1,5,0,0,0,2,0,0,5,56,0,0,1,8,0,0
